"","College","Coach","Role","Race","year_start","year_end","duration"
"1142","Nebraska","Barney Cotton","Offensive Coordinator","White",2003,2003,1
"1143","Nebraska","Jay Norvell","Offensive Coordinator","Black",2004,2006,3
"1144","Nebraska","Shawn Watson","Offensive Coordinator","White",2007,2010,4
"1145","Nebraska","Tim Beck","Offensive Coordinator","White",2011,2014,4
"1146","Nebraska","Danny Langsdorf","Offensive Coordinator","White",2015,2017,3
"1147","Nebraska","Troy Walters","Offensive Coordinator","Black",2018,2019,2
"1148","Nebraska","Matt Lubick","Offensive Coordinator","White",2020,2021,2
"1149","Nevada","Phil Earley","Offensive Coordinator","White",2000,2003,4
"1150","Nevada","Chris Klenakis","Offensive Coordinator","White",2004,2009,6
"1151","Nevada","Nick Rolovich","Offensive Coordinator","White",2012,2015,4
"1152","Nevada","Tim Cramsey","Offensive Coordinator","White",2016,2016,1
"1153","Nevada","Matt Mumme","Offensive Coordinator","White",2017,2021,5
"1154","New Mexico","Dan Dodd","Offensive Coordinator","White",2000,2005,6
"1155","New Mexico","Bob Toledo","Offensive Coordinator","White",2006,2006,1
"1156","New Mexico","Dave Baldwin","Offensive Coordinator","White",2007,2008,2
"1157","New Mexico","Darrell Dickey","Offensive Coordinator","White",2009,2010,2
"1158","New Mexico","Mike Degory","Offensive Coordinator","White",2010,2010,1
"1159","New Mexico","David Reaves","Offensive Coordinator","White",2011,2011,1
"1160","New Mexico","Bob DeBesse","Offensive Coordinator","White",2012,2017,6
"1161","New Mexico","Calvin Magee","Offensive Coordinator","Black",2018,2018,1
"1162","New Mexico","Joe Dailey","Offensive Coordinator","Black",2019,2019,1
"1163","New Mexico","Derek Warehime","Offensive Coordinator","White",2020,2021,2
"1164","New Mexico State","Gerry Gdowski","Offensive Coordinator","White",2003,2004,2
"1165","New Mexico State","Gary Goff","Offensive Coordinator","White",2005,2008,4
"1166","New Mexico State","Matt Mumme","Offensive Coordinator","White",2005,2008,4
"1167","New Mexico State","Timm Rosenbach","Offensive Coordinator","White",2009,2009,1
"1168","New Mexico State","Mike Dunbar","Offensive Coordinator","White",2010,2010,1
"1169","New Mexico State","Doug Martin","Offensive Coordinator","White",2011,2011,1
"1170","New Mexico State","Jerry McManus","Offensive Coordinator","White",2012,2012,1
"1171","New Mexico State","Gregg Brandon","Offensive Coordinator","White",2013,2014,2
"1172","North Carolina","Mike O'Cain","Offensive Coordinator","White",2000,2000,1
"1173","North Carolina","Gary Tranquill","Offensive Coordinator","White",2001,2005,5
"1174","North Carolina","Frank Cignetti Jr.","Offensive Coordinator","White",2006,2006,1
"1175","North Carolina","John Shoop","Offensive Coordinator","White",2007,2011,5
"1176","North Carolina","Blake Anderson","Offensive Coordinator","White",2012,2013,2
"1177","North Carolina","Chris Kapilovic","Offensive Coordinator","White",2014,2018,5
"1178","North Carolina","Gunter Brewer","Offensive Coordinator","White",2014,2017,4
"1179","North Carolina","Phil Longo","Offensive Coordinator","White",2019,2021,3
"1180","North Texas","Ramon Flanigan","Offensive Coordinator","Black",2002,2006,5
"1181","North Texas","Todd Ford","Offensive Coordinator","White",2007,2009,3
"1182","North Texas","Mike Canales","Offensive Coordinator","White",2011,2015,5
"1183","North Texas","Graham Harrell","Offensive Coordinator","White",2016,2018,3
"1184","North Texas","Bodie Reeder","Offensive Coordinator","White",2019,2019,1
"1185","North Texas","Tommy Mainord","Offensive Coordinator","White",2019,2020,2
"1186","North Texas","Mike Bloesch","Offensive Coordinator","White",2020,2021,2
"1187","Northern Illinois","Dan Roushar","Offensive Coordinator","White",2000,2002,3
"1188","Northern Illinois","Matt Canada","Offensive Coordinator","White",2003,2011,9
"1189","Northern Illinois","John Bond","Offensive Coordinator","White",2004,2006,3
"1190","Northern Illinois","Roy Wittke","Offensive Coordinator","White",2007,2007,1
"1191","Northern Illinois","Matt Limegrover","Offensive Coordinator","White",2008,2010,3
"1192","Northern Illinois","Rod Carey","Offensive Coordinator","White",2012,2012,1
"1193","Northern Illinois","Bob Cole","Offensive Coordinator","White",2013,2015,3
"1194","Northern Illinois","Mike Uremovich","Offensive Coordinator","White",2016,2018,3
"1195","Northern Illinois","Eric Eidsness","Offensive Coordinator","White",2019,2021,3
"1196","Northwestern","Mike Dunbar","Offensive Coordinator","White",2002,2005,4
"1197","Northwestern","Garrick McGee","Offensive Coordinator","Black",2006,2007,2
"1198","Northwestern","Mick McCall","Offensive Coordinator","White",2008,2019,12
"1199","Northwestern","Mike Bajakian","Offensive Coordinator","White",2020,2021,2
"1200","Notre Dame","Kevin Rogers","Offensive Coordinator","White",2000,2001,2
"1201","Notre Dame","Bill Diedrick","Offensive Coordinator","White",2002,2004,3
"1202","Notre Dame","Michael Haywood","Offensive Coordinator","Black",2005,2008,4
"1203","Notre Dame","Charley Molnar","Offensive Coordinator","Other",2010,2011,2
"1204","Notre Dame","Chuck Martin","Offensive Coordinator","White",2012,2013,2
"1205","Notre Dame","Mike Denbrock","Offensive Coordinator","White",2014,2014,1
"1206","Notre Dame","Mike Sanford Jr.","Offensive Coordinator","White",2015,2016,2
"1207","Notre Dame","Chip Long","Offensive Coordinator","White",2017,2019,3
"1208","Notre Dame","Tommy Rees","Offensive Coordinator","White",2020,2021,2
"1209","Ohio","Troy Calhoun","Offensive Coordinator","White",2000,2000,1
"1210","Ohio","Greg Gregory","Offensive Coordinator","White",2001,2003,3
"1211","Ohio","Phil Earley","Offensive Coordinator","White",2004,2004,1
"1212","Ohio","Tim Albin","Offensive Coordinator","White",2005,2020,16
"1213","Ohio","Gerry Gdowski","Offensive Coordinator","White",2008,2013,6
"1214","Ohio","Scott Isphording","Offensive Coordinator","White",2014,2021,8
"1215","Ohio","Allen Rudolph","Offensive Coordinator","White",2021,2021,1
"1216","Ohio State","Chuck Stobart","Offensive Coordinator","White",2000,2000,1
"1217","Ohio State","Jim Bollman","Offensive Coordinator","White",2004,2011,8
"1218","Ohio State","Ed Warinner","Offensive Coordinator","White",2012,2016,5
"1219","Ohio State","Tom Herman","Offensive Coordinator","White",2012,2014,3
"1220","Ohio State","Tim Beck","Offensive Coordinator","White",2015,2016,2
"1221","Ohio State","Kevin Wilson","Offensive Coordinator","White",2017,2021,5
"1222","Ohio State","Ryan Day","Offensive Coordinator","White",2017,2018,2
"1223","Oklahoma","Mark Mangino","Offensive Coordinator","White",2000,2001,2
"1224","Oklahoma","Chuck Long","Offensive Coordinator","White",2002,2005,4
"1225","Oklahoma","Kevin Wilson","Offensive Coordinator","White",2002,2010,9
"1226","Oklahoma","Jay Norvell","Offensive Coordinator","Black",2011,2014,4
"1227","Oklahoma","Josh Heupel","Offensive Coordinator","White",2011,2014,4
"1228","Oklahoma","Lincoln Riley","Offensive Coordinator","White",2015,2016,2
"1229","Oklahoma","Bill Bedenbaugh","Offensive Coordinator","White",2016,2021,6
"1230","Oklahoma","Cale Gundy","Offensive Coordinator","White",2017,2021,5
"1231","Oklahoma State","Del Miller","Offensive Coordinator","White",2000,2000,1
"1232","Oklahoma State","Mike Gundy","Offensive Coordinator","White",2001,2004,4
"1233","Oklahoma State","Larry Fedora","Offensive Coordinator","White",2005,2007,3
"1234","Oklahoma State","Gunter Brewer","Offensive Coordinator","White",2008,2009,2
"1235","Oklahoma State","Trooper Taylor","Offensive Coordinator","Black",2008,2008,1
"1236","Oklahoma State","Joe Wickline","Offensive Coordinator","White",2009,2009,1
"1237","Oklahoma State","Dana Holgorsen","Offensive Coordinator","White",2010,2010,1
"1238","Oklahoma State","Todd Monken","Offensive Coordinator","White",2011,2012,2
"1239","Oklahoma State","Mike Yurcich","Offensive Coordinator","White",2013,2018,6
"1240","Oklahoma State","Sean Gleeson","Offensive Coordinator","White",2019,2019,1
"1241","Old Dominion","Brian Scott","Offensive Coordinator","White",2014,2019,6
"1242","Old Dominion","Ron Whitcomb","Offensive Coordinator","White",2014,2014,1
"1243","Old Dominion","Kirk Campbell","Offensive Coordinator","White",2020,2021,2
"1244","Ole Miss","John Latina","Offensive Coordinator","White",2000,2004,5
"1245","Ole Miss","Noel Mazzone","Offensive Coordinator","White",2005,2005,1
"1246","Ole Miss","Dan Werner","Offensive Coordinator","White",2006,2016,11
"1247","Ole Miss","Kent Austin","Offensive Coordinator","White",2008,2009,2
"1248","Ole Miss","David Rader","Offensive Coordinator","White",2010,2010,1
"1249","Ole Miss","Mike Markuson","Offensive Coordinator","White",2010,2010,1
"1250","Ole Miss","David Lee","Offensive Coordinator","White",2011,2011,1
"1251","Ole Miss","Matt Luke","Offensive Coordinator","White",2012,2016,5
"1252","Ole Miss","Phil Longo","Offensive Coordinator","White",2017,2018,2
"1253","Ole Miss","Rich Rodriguez","Offensive Coordinator","White",2019,2019,1
"1254","Ole Miss","Jeff Lebby","Offensive Coordinator","White",2020,2021,2
"1255","Oregon","Jeff Tedford","Offensive Coordinator","White",2000,2001,2
"1256","Oregon","Andy Ludwig","Offensive Coordinator","White",2002,2004,3
"1257","Oregon","Gary Crowton","Offensive Coordinator","White",2005,2006,2
"1258","Oregon","Chip Kelly","Offensive Coordinator","White",2007,2008,2
"1259","Oregon","Mark Helfrich","Offensive Coordinator","White",2009,2012,4
"1260","Oregon","Scott Frost","Offensive Coordinator","White",2013,2015,3
"1261","Oregon","Matt Lubick","Offensive Coordinator","White",2016,2016,1
"1262","Oregon","Marcus Arroyo","Offensive Coordinator","White",2017,2019,3
"1263","Oregon","Mario Cristobal","Offensive Coordinator","Other",2017,2017,1
"1264","Oregon","Joe Moorhead","Offensive Coordinator","White",2020,2021,2
"1265","Oregon State","Tim Lappano","Offensive Coordinator","White",2000,2002,3
"1266","Oregon State","Paul Chryst","Offensive Coordinator","White",2003,2004,2
"1267","Oregon State","Danny Langsdorf","Offensive Coordinator","White",2005,2013,9
"1268","Oregon State","John Garrett","Offensive Coordinator","White",2014,2014,1
"1269","Oregon State","Dave Baldwin","Offensive Coordinator","White",2015,2015,1
"1270","Oregon State","Kevin McGiven","Offensive Coordinator","White",2016,2017,2
"1271","Oregon State","T.J. Woods","Offensive Coordinator","White",2016,2016,1
"1272","Oregon State","Brian Lindgren","Offensive Coordinator","White",2018,2021,4
"1273","Penn State","Fran Ganter","Offensive Coordinator","White",2000,2003,4
"1274","Penn State","Galen Hall","Offensive Coordinator","White",2004,2011,8
"1275","Penn State","John Donovan","Offensive Coordinator","White",2014,2015,2
"1276","Penn State","Joe Moorhead","Offensive Coordinator","White",2016,2017,2
"1277","Penn State","Ricky Rahne","Offensive Coordinator","White",2018,2019,2
"1278","Penn State","Tyler Bowen","Offensive Coordinator","White",2019,2020,2
"1279","Penn State","Kirk Ciarrocca","Offensive Coordinator","White",2020,2020,1
"1280","Penn State","Mike Yurcich","Offensive Coordinator","White",2021,2021,1
"1281","Pittsburgh","J.D. Brookhart","Offensive Coordinator","White",2000,2003,4
"1282","Pittsburgh","Matt Cavanaugh","Offensive Coordinator","White",2005,2008,4
"1283","Pittsburgh","Frank Cignetti Jr.","Offensive Coordinator","White",2009,2010,2
"1284","Pittsburgh","Calvin Magee","Offensive Coordinator","Black",2011,2011,1
"1285","Pittsburgh","Mike Norvell","Offensive Coordinator","White",2011,2011,1
"1286","Pittsburgh","Jim Chaney","Offensive Coordinator","White",2015,2015,1
"1287","Pittsburgh","Matt Canada","Offensive Coordinator","White",2016,2016,1
"1288","Pittsburgh","Shawn Watson","Offensive Coordinator","White",2017,2018,2
"1289","Pittsburgh","Mark Whipple","Offensive Coordinator","White",2019,2021,3
"1290","Purdue","Jim Chaney","Offensive Coordinator","White",2000,2005,6
"1291","Purdue","Bill Legg","Offensive Coordinator","White",2006,2007,2
"1292","Purdue","Ed Zaunbrecher","Offensive Coordinator","White",2006,2008,3
"1293","Purdue","Gary Nord","Offensive Coordinator","White",2009,2012,4
"1294","Purdue","John Shoop","Offensive Coordinator","White",2013,2015,3
"1295","Purdue","Terry Malone","Offensive Coordinator","White",2016,2016,1
"1296","Purdue","Brian Brohm","Offensive Coordinator","White",2017,2021,5
"1297","Purdue","JaMarcus Shephard","Offensive Coordinator","Black",2018,2021,4
"1298","Rice","David Lee","Offensive Coordinator","White",2000,2000,1
"1299","Rice","Scott Wachenheim","Offensive Coordinator","White",2000,2005,6
"1300","Rice","Major Applewhite","Offensive Coordinator","White",2006,2006,1
"1301","Rice","Tom Herman","Offensive Coordinator","White",2007,2008,2
"1302","Rice","Ed Zaunbrecher","Offensive Coordinator","White",2009,2009,1
"1303","Rice","David Beaty","Offensive Coordinator","White",2010,2010,1
"1304","Rice","John Reagan","Offensive Coordinator","White",2011,2013,3
"1305","Rice","Billy Lynch","Offensive Coordinator","White",2014,2017,4
"1306","Rice","Larry Edmondson","Offensive Coordinator","White",2014,2016,3
"1307","Rice","Jerry Mack","Offensive Coordinator","Black",2018,2020,3
"1308","Rice","Marques Tuiasosopo","Offensive Coordinator","Other",2021,2021,1
"1309","Rutgers","Bill Cubit","Offensive Coordinator","White",2001,2002,2
"1310","Rutgers","Craig Ver Steeg","Offensive Coordinator","White",2003,2006,4
"1311","Rutgers","John McNulty","Offensive Coordinator","White",2006,2019,14
"1312","Rutgers","Kirk Ciarrocca","Offensive Coordinator","White",2009,2010,2
"1313","Rutgers","Frank Cignetti Jr.","Offensive Coordinator","White",2011,2011,1
"1314","Rutgers","Dave Brock","Offensive Coordinator","White",2012,2012,1
"1315","Rutgers","Ron Prince","Offensive Coordinator","Black",2013,2013,1
"1316","Rutgers","Ralph Friedgen","Offensive Coordinator","White",2014,2014,1
"1317","Rutgers","Ben McDaniels","Offensive Coordinator","White",2015,2015,1
"1318","Rutgers","Drew Mehringer","Offensive Coordinator","White",2016,2016,1
"1319","Rutgers","Jerry Kill","Offensive Coordinator","White",2017,2017,1
"1320","Rutgers","Sean Gleeson","Offensive Coordinator","White",2020,2021,2
"1321","San Diego State","Dave Lay","Offensive Coordinator","White",2000,2001,2
"1322","San Diego State","Del Miller","Offensive Coordinator","White",2006,2008,3
"1323","San Diego State","Al Borges","Offensive Coordinator","White",2009,2010,2
"1324","San Diego State","Andy Ludwig","Offensive Coordinator","White",2011,2012,2
"1325","San Diego State","Bob Toledo","Offensive Coordinator","White",2013,2014,2
"1326","San Diego State","Jeff Horton","Offensive Coordinator","White",2015,2019,5
"1327","San Diego State","Jeff Hecklinski","Offensive Coordinator","White",2020,2021,2
"1328","San José State","Steve Graf","Offensive Coordinator","White",2000,2000,1
"1329","San José State","Norman Joseph","Offensive Coordinator","White",2001,2002,2
"1330","San José State","Charlie Roche","Offensive Coordinator","White",2002,2004,3
"1331","San José State","Barry Lunney Jr.","Offensive Coordinator","White",2004,2004,1
"1332","San José State","Ken Margerum","Offensive Coordinator","White",2005,2006,2
"1333","San José State","Marcus Arroyo","Offensive Coordinator","White",2007,2008,2
"1334","San José State","Steve Morton","Offensive Coordinator","White",2007,2009,3
"1335","San José State","Tim Landis","Offensive Coordinator","White",2010,2010,1
"1336","San José State","John DeFilippo","Offensive Coordinator","White",2011,2011,1
"1337","San José State","Brian Lindgren","Offensive Coordinator","White",2012,2012,1
"1338","San José State","Jimmie Dougherty","Offensive Coordinator","White",2013,2014,2
"1339","San José State","Al Borges","Offensive Coordinator","White",2015,2016,2
"1340","San José State","Andrew Sowder","Offensive Coordinator","White",2017,2017,1
"1341","San José State","Kevin McGiven","Offensive Coordinator","White",2018,2021,4
